id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
738520570040602624,738520570040602624,2016-06-02 18:59:59 Central Daylight Time,2016-06-02,18:59:59,-0500,172121894,gabedollarsign,G$$$$$$$,,I just need to sell 1 more pair of shades to be the sales leader today,en,[],[],[],0,0,0,[],[],https://twitter.com/GabeDollarSign/status/738520570040602624,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520565212815361,738520565212815361,2016-06-02 18:59:58 Central Daylight Time,2016-06-02,18:59:58,-0500,172443950,the_beauteboss,Shyne,"{'type': 'Point', 'coordinates': [40.74301934, -74.17820543]}",#BossLady @ N.J.I.T. https://t.co/e0ZiHs2qcf,en,[],['https://www.instagram.com/p/BGK-Ic9oaP8/'],[],0,0,0,['bosslady'],[],https://twitter.com/the_beauteboss/status/738520565212815361,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520561819779074,738520561819779074,2016-06-02 18:59:57 Central Daylight Time,2016-06-02,18:59:57,-0500,709920419529281537,saracohennyc,Sara Cohen,,https://t.co/7aiEqEUZyx,und,[],[],['https://pbs.twimg.com/media/Cj_Ah8tUkAAcC-d.jpg'],0,17,20,[],[],https://twitter.com/saracohennyc/status/738520561819779074,,,1,https://pbs.twimg.com/media/Cj_Ah8tUkAAcC-d.jpg,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520555687694336,738520555687694336,2016-06-02 18:59:56 Central Daylight Time,2016-06-02,18:59:56,-0500,748675542,crisf2525,Cristobal Reyes,,@Alejandra211073 😚feliz noche   Mí amiga ✨🌜💫👼👼👼✨💫🐾💫🍃✨,es,[],[],[],0,0,0,[],[],https://twitter.com/crisf2525/status/738520555687694336,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520550880874497,738520550880874497,2016-06-02 18:59:55 Central Daylight Time,2016-06-02,18:59:55,-0500,334499736,alisonlevier,al,"{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","Goodbye Until Tomorrow @ New York, New York https://t.co/kxvKt3i3GA",en,[],['https://www.instagram.com/p/BGK-IBByXzW/'],[],0,0,1,[],[],https://twitter.com/AlisonLevier/status/738520550880874497,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520536372908032,738520536372908032,2016-06-02 18:59:51 Central Daylight Time,2016-06-02,18:59:51,-0500,593984227,purplefellfrome,Elims,,Have you seen the fucks I give,en,[],[],[],0,0,0,[],[],https://twitter.com/purplefellfrome/status/738520536372908032,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520536268066816,738520536268066816,2016-06-02 18:59:51 Central Daylight Time,2016-06-02,18:59:51,-0500,42322841,lynngoswick,Lynn Goswick,,Congratulations on the new exhibit @ikourbaj  https://t.co/4DigJZ4Qaq,en,['ikourbaj'],['https://twitter.com/ikourbaj/status/737744177228877824'],[],1,0,0,[],[],https://twitter.com/lynngoswick/status/738520536268066816,,https://twitter.com/ikourbaj/status/737744177228877824,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520533415776256,738520533415776256,2016-06-02 18:59:50 Central Daylight Time,2016-06-02,18:59:50,-0500,19756842,djfragg,Ya Favorite DJ,"{'type': 'Point', 'coordinates': [40.76117248, -73.98656038]}",This Sunday I'll Be On Set At Touch The Sky Sundays Returns to The Attic Rooftop #YAFAVDJ… https://t.co/X26L6lCZsw,en,[],['https://www.instagram.com/p/BGK-Hh4m2U4/'],[],0,0,0,['yafavdj'],[],https://twitter.com/DJFRAGG/status/738520533415776256,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520529339047937,738520529339047937,2016-06-02 18:59:49 Central Daylight Time,2016-06-02,18:59:49,-0500,1525890858,alexmicara3399,alex micara,,Really can't wait to find a person to vibe with,en,[],[],[],1,4,0,[],[],https://twitter.com/alexmicara3399/status/738520529339047937,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520528999321604,738520528999321604,2016-06-02 18:59:49 Central Daylight Time,2016-06-02,18:59:49,-0500,216980494,solopolo808,King of the Antibodies,,"He better hope that ""several"" turns to ""several hundred"" https://t.co/Mi1WrteeD2",en,[],['https://twitter.com/davidshuster/status/738412975111974912'],[],0,0,0,[],[],https://twitter.com/solopolo808/status/738520528999321604,,https://twitter.com/davidshuster/status/738412975111974912,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520528907083777,738149484849336320,2016-06-02 18:59:49 Central Daylight Time,2016-06-02,18:59:49,-0500,62950152,salvester001,SallySue #RepBX ⚾️,,@DiStitz @G792Mike @Sportsgirl24242 @Amber00924 @NYsportsfan2015 @louis_mannello @madShana Cuz he is a DB,en,"['distitz', 'g792mike', 'nysportsfan2015', 'madshana']",[],[],1,0,2,[],[],https://twitter.com/Salvester001/status/738520528907083777,,,0,,NYC,,,,,,"{'user_id': '2239861039', 'username': 'DiStitz'}",,,,
738520528634433536,738517534299815936,2016-06-02 18:59:49 Central Daylight Time,2016-06-02,18:59:49,-0500,106241945,autoames,Homie Homage,,@meg__clark the dumbest ones,en,[],[],[],0,0,2,[],[],https://twitter.com/AutoAmes/status/738520528634433536,,,0,,NYC,,,,,,"{'user_id': '69304050', 'username': 'megclark_txt'}",,,,
738520526105268224,738520526105268224,2016-06-02 18:59:49 Central Daylight Time,2016-06-02,18:59:49,-0500,242646046,cjmoren0,Cristian,,Ugliest boots Kanye made  https://t.co/QLLwmH8y8S,en,[],['https://twitter.com/machusonline/status/738515679330979841'],[],0,0,0,[],[],https://twitter.com/Cjmoren0/status/738520526105268224,,0,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520522565292032,738520522565292032,2016-06-02 18:59:48 Central Daylight Time,2016-06-02,18:59:48,-0500,2274547598,keishagaye1,Keisha-Gaye Anderson,,I know the feeling.  https://t.co/3H3yWxgdgG,en,[],['https://twitter.com/victorlavalle/status/738510513928278016'],[],0,0,1,[],[],https://twitter.com/KeishaGaye1/status/738520522565292032,,https://twitter.com/victorlavalle/status/738510513928278016,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520520937906176,738519761236185092,2016-06-02 18:59:47 Central Daylight Time,2016-06-02,18:59:47,-0500,39886447,sigmapoet1914,Doug,,"@StephanieTjada they must be blind or something, that is a beyond good body.",en,['stephanietjada'],[],[],1,0,1,[],[],https://twitter.com/sigmapoet1914/status/738520520937906176,,,0,,NYC,,,,,,"{'user_id': '616638175', 'username': 'StephanieTjada'}",,,,
738520514818363392,738520514818363392,2016-06-02 18:59:46 Central Daylight Time,2016-06-02,18:59:46,-0500,27747332,starthestar,✨✨✈️,,Happy bday @_Kashadvance,en,[],[],[],0,0,0,[],[],https://twitter.com/STARTHESTAR/status/738520514818363392,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520509881581568,738520509881581568,2016-06-02 18:59:45 Central Daylight Time,2016-06-02,18:59:45,-0500,33783712,dank10,Damian C.,,Nasty.  https://t.co/FVl03U1Wis,pl,[],['https://twitter.com/nycfc/status/738515519431671809'],[],0,0,0,[],[],https://twitter.com/Dank10/status/738520509881581568,,https://twitter.com/nycfc/status/738515519431671809,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
738520509801979904,738508345162661890,2016-06-02 18:59:45 Central Daylight Time,2016-06-02,18:59:45,-0500,24382596,lepton939,lepton939,,@YESNetwork @Yankees they are trying to set a record for how fast they can make three outs,en,"['yesnetwork', 'yankees']",[],[],2,0,0,[],[],https://twitter.com/lepton939/status/738520509801979904,,,0,,NYC,,,,,,"{'user_id': '18766687', 'username': 'YESNetwork'}",,,,
738520508426227712,738520508426227712,2016-06-02 18:59:44 Central Daylight Time,2016-06-02,18:59:44,-0500,12444672,thatstokes,Patrick Stokes,,@FOXSportsGOHelp why do I get this when trying to watch @nycfc game via Fios? https://t.co/SUASpusfns,en,"['foxsportsgohelp', 'nycfc']",[],['https://pbs.twimg.com/media/Cj_Ae7qWEAIkHeP.jpg'],1,0,0,[],[],https://twitter.com/thatstokes/status/738520508426227712,,,1,https://pbs.twimg.com/media/Cj_Ae7qWEAIkHeP.jpg,NYC,,,,,,"{'user_id': '3167912282', 'username': 'FOXSportsGOHelp'}",,,,
738520504676581379,738520504676581379,2016-06-02 18:59:44 Central Daylight Time,2016-06-02,18:59:44,-0500,205979976,dnicerusso,Denise Russo,"{'type': 'Point', 'coordinates': [40.83084471, -73.99949443]}",My baby boy's Prom 2016 @justinrusso129 all grown up so handsome… https://t.co/kp5JJtKvek,en,['justinrusso129'],['https://www.instagram.com/p/BGK-G1sCO53H6xvMBjTywiZt8AAyrWzuDrKA-g0/'],[],0,0,0,[],[],https://twitter.com/DniceRusso/status/738520504676581379,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
739245339836878849,739240726786150400,2016-06-04 18:59:58 Central Daylight Time,2016-06-04,18:59:58,-0500,116065596,_notkim,Kim 又,,@sabistuki honestly. 1 of the parents already hates me bc I had to chaperone her daughter on a field trip + she wanted my lip piercing lol,en,[],[],[],0,0,0,[],[],https://twitter.com/_notkim/status/739245339836878849,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
739245329481097216,739245329481097216,2016-06-04 18:59:55 Central Daylight Time,2016-06-04,18:59:55,-0500,35359585,lupapopuli,MK the Procrastibaker 🌻☘️,,"#PatchattheLivePods
Repping @MenInBlazers at a live show of 3 other fav podcasts: @MBMBaM, @Sawbones, &amp; @Stillbuff! https://t.co/efQbDYkqXc",en,"['meninblazers', 'mbmbam', 'sawbones', 'stillbuff']",[],['https://pbs.twimg.com/media/CkJTrqIWkAAMXFK.jpg'],1,0,2,['patchatthelivepods'],[],https://twitter.com/lupapopuli/status/739245329481097216,,,1,https://pbs.twimg.com/media/CkJTrqIWkAAMXFK.jpg,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
739245326226317312,739245326226317312,2016-06-04 18:59:54 Central Daylight Time,2016-06-04,18:59:54,-0500,3371904484,comeupsociety,Hamilton,,Recently learned I'm rebound material 😭😭😭,en,[],[],[],0,0,0,[],[],https://twitter.com/comeupsociety/status/739245326226317312,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
739245321876819968,739245321876819968,2016-06-04 18:59:53 Central Daylight Time,2016-06-04,18:59:53,-0500,2202054037,lu1ggyd,🥷🏻,,Lo pica wari 🏇🏇🏇🏇🏇🏇🏇🏇 https://t.co/ekpIaNZZRC,es,[],['https://twitter.com/niicollestefany/status/739244940580913153'],[],1,0,0,[],[],https://twitter.com/Lu1ggyD/status/739245321876819968,,https://twitter.com/niicollestefany/status/739244940580913153,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
739245321201520641,739245321201520641,2016-06-04 18:59:53 Central Daylight Time,2016-06-04,18:59:53,-0500,16297928,barzz_find_bars,SOCIAL Navigator- B SOCIALWIZE When You SOCIALIZE,"{'type': 'Point', 'coordinates': [40.72903, -74.04536]}",God Bless America! @ BARZZ Buzz - Nationwide https://t.co/yhVXeQ1lYz,en,[],['https://www.instagram.com/p/BGQHtwNE3lD/'],[],0,0,0,[],[],https://twitter.com/BARZZ_Find_Bars/status/739245321201520641,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
